Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Duplicate),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1. Old Solution Notes),Custom field (Acceptance Criteria),Custom field (Additional Information),Custom field (Additional Information 2),Custom field (Additional Information 3),Custom field (Assumptions),Custom field (Assumptions),Custom field (Assumptions),Custom field (Blocked 'Other'),Custom field (Blocked Date),Custom field (Blocked Reason),Custom field (Blockers),Custom field (Bug Source),Custom field (Business Capability),Custom field (Business Owner),Custom field (Business Value),Custom field (Calor Approved By),Custom field (Category),Custom field (Complexity),Custom field (Development),Custom field (Discovered in build version:),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (External Idenitifier),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue ID),Custom field (FRD Ref),Custom field (Fixed in Build Version),Custom field (Flagged),Custom field (Flagged),Custom field (Issue color),Custom field (MP Comments),Custom field (MoSCoW),Custom field (OOTB?),Custom field (Original Scope?),Custom field (Pre-Sales Notes),Custom field (Process),Custom field (Product),Custom field (Project Manager Actual),Custom field (Project Manager Estimate),Custom field (QA Actual),Custom field (QA Estimate),Custom field (Rank),Custom field (Reason(s) for Defect),Custom field (Record Types),Custom field (Release Manager Actual),Custom field (Release Manager Estimate),Custom field (Release Status),Custom field (Request Type),Custom field (Request participants),Custom field (Resource Type),Custom field (Role),Satisfaction rating,Custom field (Satisfaction Rating),Custom field (Side Notes),Custom field (Side Notes),Custom field (SoW Reference),Custom field (Solution Notes),Custom field (Solution Notes),Custom field (Source/Event),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Sprint Dependencies),Custom field (Start date),Custom field (Story Owner),Custom field (Story Points),Custom field (Story point estimate),Custom field (Summary),Custom field (Target Resolution Date),Custom field (Total Actual),Custom field (Total Estimate),Custom field (Unblocked Date),Custom field (Updated Description),Custom field (Updated Summary),Custom field (Work Type),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Update to assign task to account owner sales support,CG-928,50605,Bug,BAT,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,mayur.vats,kunal.narula,kunal.narula,12/Feb/18 10:59 AM,22/Mar/18 9:28 AM,24/Sep/19 12:21 PM,,,0,Bug,,"Hi [~jack.holliday] Please ""Update to assign task to account owner sales support""
thanks",,alexey.ovriakh,jack.holliday,kunal.narula,mayur.vats,,,,,,"Bug fix for the flow
Commit changes ;12/Feb/18 1:00 PM;jack.holliday;7200",;15/Feb/18 9:41 AM;jack.holliday;1800,;19/Feb/18 8:00 AM;kunal.narula;10800,Updated Test cases in Zephyr.;01/Mar/18 10:33 AM;kunal.narula;3600,,,,,,,,,,,,0,23400,,,0,23400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/Feb/18 6:17 AM;kunal.narula;Screen Shot 2018-02-15 at 11.42.26 AM.png;https://makepositive.atlassian.net/secure/attachment/35132/Screen+Shot+2018-02-15+at+11.42.26+AM.png,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1mf:,Code Issues,,,,,,,,,,,,,,,,,Sprint 5,Sprint 6,Sprint 7,Sprint 8,,,,,,,,,,,,,,,,,2018-02-15 09:40:42.67,"15/Feb/18 6:17 AM;kunal.narula;Hello [~jack.holliday] can you please check, i am getting this error while creating a new contract with Distribution Type - Post. This was working earlier. 
_The record couldn’t be saved because it failed to trigger a flow. A flow trigger failed to execute the flow with version ID 3015E000000BZkL. Flow error messages: <b>An unhandled fault has occurred in this flow</b> An unhandled fault has occurred while processing the flow. Please contact your system administrator for more information. Contact your administrator for help._

link: https://calor-gb--discovery.lightning.force.com/one/one.app#/sObject/8005E000000XmmEQAS/view

 !Screen Shot 2018-02-15 at 11.42.26 AM.png|thumbnail! 


Lets discuss this on Call today!
",15/Feb/18 9:40 AM;jack.holliday;[~kunal.narula] please close bug. ,"19/Feb/18 8:00 AM;kunal.narula;This has been QA verified. Now the new task created is assigned to contract.accountowner.assignedssalessupport
instead of contract.owner.Assigned sales Support.

cc [~mayur.vats] [~jack.holliday]
",22/Feb/18 1:41 AM;alexey.ovriakh;[~mayur.vats] deployed to UAT - ready for smoke testing,16/Mar/18 5:18 PM;alexey.ovriakh;[~mayur.vats] deployed to SIT - ready for smoke testing,19/Mar/18 2:02 PM;mayur.vats;Verified in SIT,22/Mar/18 9:28 AM;alexey.ovriakh;[~mayur.vats] deployed to UAT - ready for smoke testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify  Customer Support User can change the Account - Contact relationship role,CG-929,50606,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,kunal.narula,kunal.narula,kunal.narula,12/Feb/18 11:15 AM,17/Mar/18 2:41 PM,24/Sep/19 12:21 PM,,,0,Calor-SCVTests,,"As a User assigned to the Customer Support User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. While the account is in prospect status, am I allowed to change the relationship role if the relationship is account holder? 
3b. If the account is active, am I prevented from changing the relationship role if the relationship is account holder? 
4. Am I allowed to change the relationship role if the relationship is not account holder? ",,kunal.narula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a User assigned to the Customer Support User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. While the account is in prospect status, am I allowed to change the relationship role if the relationship is account holder? 
3b. If the account is active, am I prevented from changing the relationship role if the relationship is account holder? 
4. Am I allowed to change the relationship role if the relationship is not account holder? ",,,,,,Customer Support User has access to the Org.,,,,,,,,,,,,{},,,CG-3,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1mn:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify  Control User can change the Account - Contact relationship role,CG-930,50607,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,kunal.narula,kunal.narula,kunal.narula,12/Feb/18 11:16 AM,01/Mar/18 12:05 PM,24/Sep/19 12:21 PM,,,0,,,"As a User assigned to the Control User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. While the account is in prospect status, am I allowed to change the relationship role if the relationship is account holder? 
Control User don't have edit permission and cant make these changes.
3b. If the account is active, am I prevented from changing the relationship role if the relationship is account holder?
Control User don't have edit permission and cant make these changes. 
4. Am I allowed to change the relationship role if the relationship is not account holder? 
Control User don't have edit permission and cant make these changes.",,kunal.narula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a User assigned to the Control User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. While the account is in prospect status, am I allowed to change the relationship role if the relationship is account holder? -- Control User don't have edit permission and cant make these changes.
3b. If the account is active, am I prevented from changing the relationship role if the relationship is account holder? 
Control User don't have edit permission and cant make these changes.
4. Am I allowed to change the relationship role if the relationship is not account holder? 
Control User don't have edit permission and cant make these changes.",,,,,,Sales user has access to the Org.,,,,,,,,,,,,{},,,,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1mv:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify System Admin User can change the Account - Contact relationship role,CG-931,50608,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,kunal.narula,kunal.narula,kunal.narula,12/Feb/18 11:17 AM,17/Mar/18 2:41 PM,24/Sep/19 12:21 PM,,,0,Calor-SCVTests,,"As a User assigned to the System Administrator User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. Am I allowed to change the relationship role if the relationship is account holder? 
4. Am I allowed to change the relationship role if the relationship is not account holder?",,kunal.narula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To verify System Admin User can change the Account - Contact relationship role,,,,,,User has access to Salesforce environment.,,,,,,,,,,,,{},,,CG-3,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1n3:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify the role hierarchy setup,CG-932,50610,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,,yogesh.garg,yogesh.garg,12/Feb/18 11:44 AM,31/Jul/18 8:43 AM,24/Sep/19 12:21 PM,,,0,,,To verify the role hierarchy setup,,yogesh.garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a User assigned to the Sales User Profile: 
1. Can I view, edit, transfer, report on data I own? (subject to profile restrictions) 
2. Can I view, edit, transfer, report on data owner by users below me in the role hierarchy? (subject to profile restrictions) 

As a User assigned to the Customer Support Profile:
1. Can I view, edit, transfer, report on data I own? (subject to profile restrictions) 
2. Can I view, edit, transfer, report on data owner by users below me in the role hierarchy? (subject to profile restrictions) 

As a User assigned to the Control User Profile: 
1. Can I view, edit, transfer, report on data I own? (subject to profile restrictions) 
2. Can I view, edit, transfer, report on data owner by users below me in the role hierarchy? (subject to profile restrictions) 

As a User assigned to the System Administrator User Profile: 
1. Can I view, edit, transfer, report on data I own? (subject to profile restrictions) 
2. Can I view, edit, transfer, report on data owner by users below me in the role hierarchy? (subject to profile restrictions) ",,,,,,,,,,,,,,,,,,{},,,CG-2,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1nj:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contacts related list in the Connection Type Account,CG-933,50611,Bug,BAT,CG,Calor Gas Phase 1,software,abbas.mir,,,High,,mayur.vats,kunal.narula,kunal.narula,12/Feb/18 11:53 AM,22/Mar/18 9:28 AM,24/Sep/19 12:21 PM,,,0,Bug,,"Hello [~danyial.gilani]

I have observed an error related to Connection type accounts. The *contacts* related lists in  *Connection type accounts* are different from the other accounts. 
In other accounts, *RELATED Contacts* are there in the related lists. I have attached the screenshots and links for reference.

Connection Account :https://calor-gb--discovery.lightning.force.com/one/one.app#/sObject/0015E00000YGlzyQAD/view
Please refer to screenshot - Connection Type Account.

Customer Type Account: https://calor-gb--discovery.lightning.force.com/one/one.app#/sObject/0015E00000Xqs8fQAB/view
Please refer to screenshot - Customer Type Account.
Sandbox - QA

Can you please check and confirm. I believe the normal contacts in the Connection type accounts, doesnt' have the view relationship and roles functionality (Part of CG-315)

cc [~jack.holliday]",,alexey.ovriakh,kunal.narula,,,,,,,,;15/Feb/18 4:41 PM;stephanie.stylianou;1800,;19/Feb/18 5:59 AM;kunal.narula;3600,Retested all scenarios and verified the latest fix.;01/Mar/18 10:32 AM;kunal.narula;7200,verified in SIT;14/Mar/18 7:36 PM;kunal.narula;3600,,,,,,,,,,,,0,16200,,,0,16200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,{},,,CG-3,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1nr:,Configuration,,,,,,,,,,,,,,,,,Sprint 5,Sprint 6,Sprint 7,Sprint 8,,,,,,,,,,,,,,,,,2018-03-01 13:39:18.333,"19/Feb/18 5:56 AM;kunal.narula;This has been QA verified. RELATED Contacts are there in the related lists of all profiles.
","19/Feb/18 6:07 AM;kunal.narula;Hello [~alexey.ovriakh] can we please deploy this to UAT environment.

cc [~mayur.vats]",01/Mar/18 1:39 PM;alexey.ovriakh;[~mayur.vats] deployed to SIT - ready for smoke testing; Not deployed to UAT,14/Mar/18 7:35 PM;kunal.narula;verified in SIT environment.,22/Mar/18 9:28 AM;alexey.ovriakh;[~mayur.vats] deployed to UAT - ready for smoke testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""process flow error: Gas market not assigned or set""",CG-934,50612,Bug,Calor QA,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,mayur.vats,kunal.narula,kunal.narula,12/Feb/18 11:56 AM,20/Mar/18 11:47 AM,24/Sep/19 12:21 PM,,,0,Bug,,"Hi [~jack.holliday] as discussed creating the bug related to ""process flow error: Gas market not assigned or set""",,alexey.ovriakh,kunal.narula,,,,,,,,"process builder amendments 
commit changes ;12/Feb/18 1:53 PM;jack.holliday;7200",;05/Mar/18 3:27 PM;kunal.narula;3600,,,,,,,,,,,,,,0,10800,,,0,10800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1nz:,Configuration,,,,,,,,,,,,,,,,,Sprint 5,Sprint 6,Sprint 7,Sprint 8,,,,,,,,,,,,,,,,,2018-03-16 17:18:29.268,16/Mar/18 5:18 PM;alexey.ovriakh;[~mayur.vats] deployed to SIT - ready for smoke testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify Contact relationship role is tested for all ALL ACCOUNT types.,CG-935,50614,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,kunal.narula,kunal.narula,kunal.narula,12/Feb/18 12:31 PM,17/Mar/18 2:41 PM,24/Sep/19 12:21 PM,,,0,Calor-SCVTests,,To verify above functionalities for all the Account types.,,kunal.narula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a User assigned to the Sales User, Customer Support or Control User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. While the account is in prospect status, am I allowed to change the relationship role if the relationship is account holder? 
3b. If the account is active, am I prevented from changing the relationship role if the relationship is account holder? 
4. Am I allowed to change the relationship role if the relationship is not account holder? 

As a User assigned to the System Administrator User Profile: 
1. Can I view who my account holder(s) are against the account? 
2. Can I view whether a contact is an account holder from the contact record? 
3. Am I allowed to change the relationship role if the relationship is account holder? 
4. Am I allowed to change the relationship role if the relationship is not account holder?",,,,,,User has access to Salesforce environment.,,,,,,,,,,,,{},,,CG-3,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1of:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amendements to role hierarchy ,CG-936,50615,Bug,Complete,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,Done,mayur.vats,jack.holliday,jack.holliday,12/Feb/18 1:32 PM,15/Mar/18 9:56 AM,24/Sep/19 12:21 PM,15/Mar/18 9:56 AM,,0,,,"The following roles were removed: 

Field_Sales_User_11
Field_Sales_User_12
Field_Sales_User_13
Field_Sales_User_14
Field_Sales_User_15
Field_Sales_User_16
Field_Sales_User_17
Field_Sales_User_18
Field_Sales_User_19
Field_Sales_User_20
Field_Sales_User_21
Field_Sales_User_22
Field_Sales_User_23
Field_Sales_User_24
Field_Sales_User_25
Field_Sales_User_26
Field_Sales_User_27
Field_Sales_User_28
Field_Sales_User_29
Field_Sales_User_30
Field_Sales_User_31
Field_Sales_User_32
Field_Sales_User_33
Field_Sales_User_34

And the following roles were updated in terms of their parent:

Field_Sales_User_10
Field_Sales_User_2
Field_Sales_User_3
Field_Sales_User_4
Field_Sales_User_5
Field_Sales_User_6
Field_Sales_User_7
Field_Sales_User_8
Field_Sales_User_9
",,alexey.ovriakh,jack.holliday,yogesh.garg,,,,,,,"Role hierarchy redo
commit changes 
update destructive xml ;19/Feb/18 11:04 AM;jack.holliday;7200",,,,,,,,,,,,,,,0,7200,,,0,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Feb/18 8:39 AM;yogesh.garg;Screen Shot 2018-02-14 at 2.08.48 PM.png;https://makepositive.atlassian.net/secure/attachment/35119/Screen+Shot+2018-02-14+at+2.08.48+PM.png,,,,,,,,,,,,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,{},,,CG-2,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1on:,,,,,,,,,,,,,,,,,,Sprint 5,Sprint 6,Sprint 7,,,,,,,,,,,,,,,,,,2018-02-14 08:39:44.395,"14/Feb/18 8:39 AM;yogesh.garg;[~jack.holliday][~alexey.ovriakh] Bug retested and role hierarchy is updated.
 !Screen Shot 2018-02-14 at 2.08.48 PM.png|thumbnail! ",22/Feb/18 1:42 AM;alexey.ovriakh;[~mayur.vats] deployed to UAT - ready for smoke testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reason Lost picklist is not getting activated for Status=""Closed- Not Converted"" on Lead Object",CG-937,50625,Bug,Calor QA,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,mayur.vats,mayur.vats,mayur.vats,12/Feb/18 5:27 PM,20/Mar/18 11:47 AM,24/Sep/19 12:21 PM,,,0,,,"Reason Lost picklist is not getting activated for Status=""Closed- Not Converted"" on Lead Object. ""Reason Lost"" picklist is a dependent picklist and it is activated when Status=""Closed- Not Converted"" on Lead Object.

This dependency is working fine in IC Org but is missing in QA Org. 


[~alexey.ovriakh] Assigning this to you as this is a deployment issue.
",,alexey.ovriakh,mayur.vats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reason Lost picklist is not getting activated for Status=""Closed- Not Converted"" on Lead Object. ""Reason Lost"" picklist is a dependent picklist and it is activated when Status=""Closed- Not Converted"" on Lead Object.

This dependency is working fine in IC Org but is missing in QA Org. 

",,,,,,,,,,,,,,,,,,{},,,CG-3,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1pj:,Deployment,,,,,,,,,,,,,,,,,Sprint 5,Sprint 6,Sprint 7,Sprint 8,,,,,,,,,,,,,,,,,2018-02-22 01:42:20.953,12/Feb/18 5:28 PM;mayur.vats;cc: [~stephanie.stylianou],"14/Feb/18 8:51 AM;mayur.vats;QA Verified.

[~alexey.ovriakh] Moving this to Calor QA and assigning it to you for deployment.",22/Feb/18 1:42 AM;alexey.ovriakh;[~mayur.vats] deployed to UAT - ready for smoke testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Error Message appearing while cloning a Quote(having Quote Lines) using 'Clone with Related' option.,CG-938,50629,Bug,Complete,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,Done,yogesh.garg,yogesh.garg,yogesh.garg,13/Feb/18 5:51 AM,01/Mar/18 12:05 PM,24/Sep/19 12:21 PM,13/Feb/18 9:31 AM,,0,,,"Error Message appearing while cloning a Quote (having Quote Lines) using 'Clone with Related' option.
Screenshot attached.

Steps to replicate:
1. Login with Sales user and Open any opportunity.
2. Navigate to Quotes related list.
3. Open any quote having quote lines.
4. Select 'Clone with Related' from quick actions.
5. Click 'Clone'.",,yogesh.garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-942,,,,,,,,,,,,,,,,,,,,,,,13/Feb/18 5:47 AM;yogesh.garg;Screen Shot 2018-02-13 at 11.13.42 AM.png;https://makepositive.atlassian.net/secure/attachment/35102/Screen+Shot+2018-02-13+at+11.13.42+AM.png,,,,,,,,,,,,,,,,,,,"
As a user assigned to the Sales User profile: 
1b. Am I able to create a copy of this quote to edit that becomes a new version with a new reference? 
",,,,,,,,,,,QA,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1q7:,Rejected (Not Valid Defect),,,,,,,,,,,,,,,,,Sprint 5,,,,,,,,,,,,,,,,,,,,,"13/Feb/18 9:30 AM;yogesh.garg;[~jack.holliday]Bug retested and working fine now.
Note: Quote line item must contain product before 'Clone with Related'.
Also, while cloning it is copying Quote along with Quote line items and not other related items like Notes & Attachments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To verify When the Quote moves to Presented stage, is it read only except for the stage value that can move to Rejected or Accepted. ",CG-940,50640,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,,yogesh.garg,yogesh.garg,13/Feb/18 11:16 AM,17/Mar/18 3:00 PM,24/Sep/19 12:21 PM,,,0,Calor-QuotetoCash-Tests,,"To verify When the Quote moves to Presented stage, is it read only except for the stage value that can move to Rejected or Accepted. ",,yogesh.garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a user assigned to the Sales User profile: 
1. When the Quote moves to Presented stage, is it read only except for the stage value that can move to Rejected or Accepted? ",,,,,,,,,,,,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1s7:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify the clone functionality for quotes,CG-941,50641,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,,yogesh.garg,yogesh.garg,13/Feb/18 11:16 AM,17/Mar/18 3:00 PM,24/Sep/19 12:21 PM,,,0,Calor-QuotetoCash-Tests,,To verify the clone functionality for quotes,,yogesh.garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a user assigned to the Sales User profile: 
1b. Am I able to create a copy of this quote to edit that becomes a new version with a new reference? ",,,,,,,,,,,,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1sf:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To verify the 'Clone with Related' functionality for quotes,CG-942,50642,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,,yogesh.garg,yogesh.garg,13/Feb/18 11:16 AM,17/Mar/18 3:00 PM,24/Sep/19 12:21 PM,,,0,Calor-QuotetoCash-Tests,,To verify the 'Clone with Related' functionality for quotes,,yogesh.garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a user assigned to the Sales User profile: 
1b. Am I able to create a copy of this quote to edit that becomes a new version with a new reference? ",,,,,,,,,,,,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1sn:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To verify when the Quote moves to Accepted stage, can a sales user mark the opportunity as Won.",CG-943,50643,Test,Not Started,CG,Calor Gas Phase 1,software,abbas.mir,,,Medium,,,yogesh.garg,yogesh.garg,13/Feb/18 11:16 AM,17/Mar/18 3:00 PM,24/Sep/19 12:21 PM,,,0,Calor-QuotetoCash-Tests,,"To verify when the Quote moves to Accepted stage, can a sales user mark the opportunity as Won.",,yogesh.garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As a user assigned to the Sales User profile: 

2. When the Quote moves to Accepted stage, can I mark the opportunity as Won? ",,,,,,,,,,,,,,,,,,{},,,CG-4,,,,,,,,,Unapproved,,,,,,,,,,,,,,1|hzy1sv:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
